Page,date,value
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-14,1128
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-15,1130
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-16,1177
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-17,1161
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-18,1184
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-19,1127
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-20,1121
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-21,1035
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-22,951
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-23,1157
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-24,1367
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-25,1238
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-26,1246
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-27,1137
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-28,1178
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-29,932
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-30,1110
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-08-31,1168
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-01,1143
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-02,1102
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-03,1166
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-04,1196
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-05,1270
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-06,1193
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-07,1191
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-08,1162
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-09,1276
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-10,1142
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-11,1143
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-12,1078
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-13,1258
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-14,1243
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-15,1261
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-16,1617
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-17,1212
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-18,1117
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-19,1288
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-20,1177
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-21,1307
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-22,1208
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-23,1305
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-24,1179
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-25,1212
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-26,1158
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-27,1297
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-28,1340
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-29,1365
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-09-30,1503
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-01,1314
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-02,1187
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-03,1185
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-04,1273
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-05,1436
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-06,1282
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-07,1341
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-08,1240
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-09,1229
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-10,1035
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-11,1182
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-12,1333
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-13,1426
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-14,1327
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-15,1217
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-16,1223
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-17,1063
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-18,1236
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-19,1491
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-20,1414
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-21,1450
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-22,1242
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-23,1406
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-24,1200
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-25,1358
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-26,1416
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-27,1524
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-28,1486
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-29,1351
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-30,1300
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-10-31,1128
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-01,1307
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-02,1446
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-03,1264
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-04,1288
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-05,1339
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-06,1202
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-07,1426
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-08,1554
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-09,1464
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-10,1403
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-11,1520
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-12,1274
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-13,1222
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-14,1330
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-15,1454
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-16,1594
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-17,1396
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-18,1502
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-19,1336
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-20,1394
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-21,1318
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-22,1468
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-23,1557
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-24,1406
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-25,1388
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-26,1421
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-27,1395
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-28,1423
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-29,1530
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-11-30,1631
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-01,1506
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-02,1364
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-03,1510
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-04,1309
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-05,1384
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-06,1538
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-07,1724
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-08,1458
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-09,1692
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-10,1403
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-11,1440
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-12,1338
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-13,1535
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-14,1563
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-15,1321
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-16,1332
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-17,1195
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-18,1339
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-19,1214
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-20,1730
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-21,1809
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-22,1326
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-23,1246
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-24,1105
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-25,1034
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-26,1167
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-27,1350
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-28,1438
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-29,1408
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-30,1341
Strasbourg_fr.wikipedia.org_all-access_all-agents,2015-12-31,1161
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-01,1224
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-02,1320
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-03,1368
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-04,1327
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-05,1248
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-06,1451
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-07,1335
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-08,1183
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-09,1123
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-10,1364
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-11,1368
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-12,1431
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-13,1351
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-14,1335
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-15,1440
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-16,1287
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-17,1345
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-18,1463
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-19,1538
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-20,1502
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-21,1366
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-22,1355
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-23,1260
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-24,1307
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-25,1560
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-26,1486
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-27,1487
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-28,1396
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-29,1241
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-30,1266
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-01-31,1429
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-01,1470
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-02,1348
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-03,1390
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-04,1265
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-05,1163
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-06,1250
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-07,1247
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-08,1378
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-09,1405
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-10,1394
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-11,1425
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-12,1402
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-13,1306
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-14,1384
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-15,1411
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-16,1416
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-17,1395
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-18,1351
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-19,1293
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-20,1201
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-21,1317
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-22,1348
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-23,1442
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-24,1409
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-25,1317
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-26,1280
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-27,1214
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-28,1398
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-02-29,1418
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-01,1458
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-02,1390
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-03,1322
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-04,1284
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-05,1381
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-06,1313
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-07,1494
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-08,1311
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-09,1380
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-10,1242
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-11,1274
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-12,1280
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-13,1344
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-14,1536
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-15,1408
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-16,1470
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-17,1226
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-18,1291
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-19,1113
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-20,1367
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-21,1335
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-22,1595
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-23,1563
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-24,1294
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-25,1371
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-26,1224
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-27,1227
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-28,1396
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-29,1402
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-30,1468
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-03-31,1383
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-01,1247
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-02,1234
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-03,1377
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-04,1675
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-05,1516
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-06,1456
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-07,1353
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-08,1380
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-09,1304
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-10,1367
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-11,1470
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-12,1400
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-13,1484
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-14,1566
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-15,1351
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-16,1197
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-17,1303
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-18,1496
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-19,1478
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-20,1369
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-21,1470
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-22,1437
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-23,1424
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-24,1495
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-25,1574
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-26,1460
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-27,1414
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-28,1417
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-29,1356
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-04-30,1322
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-01,1422
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-02,1453
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-03,1596
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-04,1417
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-05,1374
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-06,1423
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-07,1346
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-08,1390
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-09,1447
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-10,1476
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-11,1439
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-12,1437
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-13,1566
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-14,1361
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-15,1387
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-16,1849
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-17,1771
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-18,1576
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-19,1412
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-20,1233
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-21,1096
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-22,1402
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-23,1763
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-24,1374
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-25,1342
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-26,1315
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-27,1215
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-28,1097
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-29,1238
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-30,1487
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-05-31,1426
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-01,1518
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-02,1344
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-03,1253
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-04,1394
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-05,1245
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-06,1265
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-07,1393
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-08,1481
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-09,1433
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-10,1283
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-11,1188
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-12,1274
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-13,1472
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-14,1725
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-15,1496
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-16,1449
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-17,1308
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-18,2127
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-19,1125
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-20,1316
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-21,1346
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-22,1235
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-23,1232
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-24,1250
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-25,1140
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-26,1125
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-27,1612
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-28,1426
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-29,1299
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-06-30,1270
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-01,1231
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-02,1149
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-03,1444
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-04,1316
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-05,1284
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-06,1109
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-07,1101
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-08,1005
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-09,1053
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-10,979
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-11,1239
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-12,1230
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-13,1194
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-14,1273
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-15,1444
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-16,1070
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-17,1072
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-18,1264
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-19,1229
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-20,1231
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-21,1332
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-22,1356
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-23,1094
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-24,1348
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-25,1477
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-26,1231
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-27,1194
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-28,1168
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-29,1254
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-30,1070
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-07-31,1088
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-01,1356
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-02,1314
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-03,1213
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-04,1148
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-05,1278
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-06,1203
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-07,1149
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-08,1270
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-09,1227
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-10,1249
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-11,1105
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-12,1144
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-13,1164
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-14,1080
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-15,1150
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-16,1109
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-17,1244
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-18,1321
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-19,1323
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-20,1250
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-21,1190
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-22,1288
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-23,1256
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-24,1258
Strasbourg_fr.wikipedia.org_all-access_all-agents,2016-08-25,1232
