order_id,order_line,order_date,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
84,7,2011-04-12,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,San Antonio Bike Shop,San Antonio,TX
84,8,2011-04-12,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,San Antonio Bike Shop,San Antonio,TX
84,9,2011-04-12,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,San Antonio Bike Shop,San Antonio,TX
84,10,2011-04-12,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,11,2011-04-12,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,San Antonio Bike Shop,San Antonio,TX
84,12,2011-04-12,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,San Antonio Bike Shop,San Antonio,TX
84,13,2011-04-12,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,San Antonio Bike Shop,San Antonio,TX
84,14,2011-04-12,2,5330,10660,Habit Carbon 2,Mountain,Trail,Carbon,San Antonio Bike Shop,San Antonio,TX
84,15,2011-04-12,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,16,2011-04-12,2,705,1410,Catalyst 1,Mountain,Sport,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,17,2011-04-12,1,815,815,Trail 5,Mountain,Sport,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,18,2011-04-12,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,19,2011-04-12,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,San Antonio Bike Shop,San Antonio,TX
84,20,2011-04-12,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,21,2011-04-12,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,22,2011-04-12,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,23,2011-04-12,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,San Antonio Bike Shop,San Antonio,TX
84,24,2011-04-12,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop,San Antonio,TX
84,25,2011-04-12,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,San Antonio Bike Shop,San Antonio,TX
84,26,2011-04-12,2,4480,8960,Habit Carbon SE,Mountain,Trail,Carbon,San Antonio Bike Shop,San Antonio,TX
84,27,2011-04-12,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop,San Antonio,TX
84,28,2011-04-12,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,San Antonio Bike Shop,San Antonio,TX
85,1,2011-04-12,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
86,1,2011-04-13,2,3200,6400,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Seattle Race Equipment,Seattle,WA
86,2,2011-04-13,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Seattle Race Equipment,Seattle,WA
86,3,2011-04-13,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Seattle Race Equipment,Seattle,WA
86,4,2011-04-13,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Seattle Race Equipment,Seattle,WA
86,5,2011-04-13,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Seattle Race Equipment,Seattle,WA
86,6,2011-04-13,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Seattle Race Equipment,Seattle,WA
87,1,2011-04-13,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
87,2,2011-04-13,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
87,3,2011-04-13,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
87,4,2011-04-13,6,3940,23640,Supersix Evo Red,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
87,5,2011-04-13,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
87,6,2011-04-13,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
87,7,2011-04-13,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
87,8,2011-04-13,2,2240,4480,Synapse Carbon 105,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
87,9,2011-04-13,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
87,10,2011-04-13,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
87,11,2011-04-13,1,980,980,Trail 4,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
88,1,2011-04-13,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
89,1,2011-04-14,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
89,2,2011-04-14,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
90,1,2011-04-14,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
90,2,2011-04-14,2,1250,2500,CAAD8 Tiagra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
90,3,2011-04-14,2,415,830,Catalyst 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
90,4,2011-04-14,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
90,5,2011-04-14,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
90,6,2011-04-14,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
90,7,2011-04-14,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
90,8,2011-04-14,1,815,815,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
90,9,2011-04-14,2,3200,6400,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
90,10,2011-04-14,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
90,11,2011-04-14,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
91,1,2011-04-14,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,2,2011-04-14,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,3,2011-04-14,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,4,2011-04-14,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,5,2011-04-14,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,6,2011-04-14,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,7,2011-04-14,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,8,2011-04-14,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,9,2011-04-14,3,1750,5250,SuperX Rival CX1,Road,Cyclocross,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,10,2011-04-14,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,11,2011-04-14,1,12790,12790,Scalpel-Si Black Inc.,Mountain,Cross Country Race,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,12,2011-04-14,6,3200,19200,CAAD12 Red,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,13,2011-04-14,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,14,2011-04-14,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,15,2011-04-14,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,16,2011-04-14,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,17,2011-04-14,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,18,2011-04-14,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,19,2011-04-14,2,4500,9000,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
91,20,2011-04-14,6,870,5220,Synapse Claris,Road,Endurance Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
91,21,2011-04-14,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
92,1,2011-04-14,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Tampa 29ers,Tampa,FL
93,1,2011-04-14,1,5860,5860,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,Louisville Race Equipment,Louisville,KY
93,2,2011-04-14,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,Louisville Race Equipment,Louisville,KY
94,1,2011-04-15,2,2240,4480,Supersix Evo 105,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
94,2,2011-04-15,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
94,3,2011-04-15,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
95,1,2011-04-18,2,1080,2160,Trail 3,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
95,2,2011-04-18,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
95,3,2011-04-18,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
95,4,2011-04-18,2,3200,6400,Bad Habit 1,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
95,5,2011-04-18,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
95,6,2011-04-18,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
95,7,2011-04-18,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
95,8,2011-04-18,1,980,980,Trail 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
95,9,2011-04-18,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
95,10,2011-04-18,2,2130,4260,Beast of the East 2,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
95,11,2011-04-18,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
95,12,2011-04-18,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
95,13,2011-04-18,2,2340,4680,F-Si 1,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
95,14,2011-04-18,2,6390,12780,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
95,15,2011-04-18,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
95,16,2011-04-18,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
95,17,2011-04-18,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
95,18,2011-04-18,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
95,19,2011-04-18,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
95,20,2011-04-18,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
95,21,2011-04-18,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
96,1,2011-04-18,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Wichita Speed,Wichita,KS
96,2,2011-04-18,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Wichita Speed,Wichita,KS
96,3,2011-04-18,10,3730,37300,Fat CAAD1,Mountain,Fat Bike,Aluminum,Wichita Speed,Wichita,KS
97,1,2011-04-18,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
97,2,2011-04-18,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
97,3,2011-04-18,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Ithaca Mountain Climbers,Ithaca,NY
97,4,2011-04-18,2,5330,10660,Habit Carbon 2,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
98,1,2011-04-18,4,7460,29840,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
99,1,2011-04-19,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
100,1,2011-04-19,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
100,2,2011-04-19,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
100,3,2011-04-19,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
100,4,2011-04-19,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
100,5,2011-04-19,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
100,6,2011-04-19,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
100,7,2011-04-19,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
100,8,2011-04-19,1,815,815,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
100,9,2011-04-19,2,3730,7460,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
100,10,2011-04-19,2,2660,5320,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
100,11,2011-04-19,4,6390,25560,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
100,12,2011-04-19,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
101,1,2011-04-20,2,3200,6400,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
101,2,2011-04-20,2,585,1170,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
102,1,2011-04-21,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
102,2,2011-04-21,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
102,3,2011-04-21,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
103,1,2011-04-21,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
104,1,2011-04-22,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
104,2,2011-04-22,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
105,1,2011-04-22,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Louisville Race Equipment,Louisville,KY
105,2,2011-04-22,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Louisville Race Equipment,Louisville,KY
105,3,2011-04-22,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Louisville Race Equipment,Louisville,KY
105,4,2011-04-22,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Louisville Race Equipment,Louisville,KY
105,5,2011-04-22,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Louisville Race Equipment,Louisville,KY
106,1,2011-04-22,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
106,2,2011-04-22,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
106,3,2011-04-22,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
106,4,2011-04-22,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
106,5,2011-04-22,1,980,980,Trail 4,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
106,6,2011-04-22,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
106,7,2011-04-22,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
106,8,2011-04-22,2,2130,4260,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
106,9,2011-04-22,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
107,1,2011-04-25,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
107,2,2011-04-25,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
107,3,2011-04-25,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
107,4,2011-04-25,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
107,5,2011-04-25,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
107,6,2011-04-25,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
107,7,2011-04-25,1,980,980,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
107,8,2011-04-25,2,4800,9600,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
107,9,2011-04-25,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
107,10,2011-04-25,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
107,11,2011-04-25,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
107,12,2011-04-25,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
107,13,2011-04-25,2,2660,5320,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
107,14,2011-04-25,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
107,15,2011-04-25,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
107,16,2011-04-25,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
107,17,2011-04-25,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
107,18,2011-04-25,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
107,19,2011-04-25,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
107,20,2011-04-25,2,2880,5760,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
107,21,2011-04-25,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
107,22,2011-04-25,2,4480,8960,Habit Carbon SE,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
107,23,2011-04-25,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
107,24,2011-04-25,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
107,25,2011-04-25,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
107,26,2011-04-25,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
107,27,2011-04-25,2,2450,4900,SuperX Ultegra,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
108,1,2011-04-25,2,2130,4260,Fat CAAD2,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
108,2,2011-04-25,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
108,3,2011-04-25,1,980,980,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
108,4,2011-04-25,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
108,5,2011-04-25,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
108,6,2011-04-25,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
108,7,2011-04-25,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
108,8,2011-04-25,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
108,9,2011-04-25,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
109,1,2011-04-26,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,New York Cycles,New York,NY
110,1,2011-04-26,1,4260,4260,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,Austin Cruisers,Austin,TX
110,2,2011-04-26,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Austin Cruisers,Austin,TX
110,3,2011-04-26,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Austin Cruisers,Austin,TX
110,4,2011-04-26,1,5860,5860,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,Austin Cruisers,Austin,TX
110,5,2011-04-26,2,3200,6400,Bad Habit 1,Mountain,Trail,Aluminum,Austin Cruisers,Austin,TX
111,1,2011-04-26,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
111,2,2011-04-26,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
111,3,2011-04-26,2,3200,6400,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
111,4,2011-04-26,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
111,5,2011-04-26,1,815,815,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
111,6,2011-04-26,2,2880,5760,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
111,7,2011-04-26,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
111,8,2011-04-26,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
111,9,2011-04-26,8,2130,17040,Fat CAAD2,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
111,10,2011-04-26,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
111,11,2011-04-26,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
111,12,2011-04-26,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
111,13,2011-04-26,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
111,14,2011-04-26,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
111,15,2011-04-26,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
111,16,2011-04-26,2,6390,12780,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
112,1,2011-04-26,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
112,2,2011-04-26,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
112,3,2011-04-26,2,3500,7000,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
112,4,2011-04-26,2,2660,5320,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
112,5,2011-04-26,2,2340,4680,F-Si 1,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
112,6,2011-04-26,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
112,7,2011-04-26,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
112,8,2011-04-26,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
112,9,2011-04-26,2,1080,2160,Trail 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
112,10,2011-04-26,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
