date,value
2000-06-21T04:30:00Z,23038
2000-06-21T05:00:00Z,22992
2000-06-21T05:30:00Z,23673
2000-06-21T06:00:00Z,25741
2000-06-21T06:30:00Z,28276
2000-06-21T07:00:00Z,31602
2000-06-21T07:30:00Z,34031
2000-06-21T08:00:00Z,35538
2000-06-21T08:30:00Z,36017
2000-06-21T09:00:00Z,36993
2000-06-21T09:30:00Z,37420
2000-06-21T10:00:00Z,37409
2000-06-21T10:30:00Z,37412
2000-06-21T11:00:00Z,37547
2000-06-21T11:30:00Z,37664
2000-06-21T12:00:00Z,37564
2000-06-21T12:30:00Z,37271
2000-06-21T13:00:00Z,36915
2000-06-21T13:30:00Z,36791
2000-06-21T14:00:00Z,36625
2000-06-21T14:30:00Z,36357
2000-06-21T15:00:00Z,36265
2000-06-21T15:30:00Z,36582
2000-06-21T16:00:00Z,37072
2000-06-21T16:30:00Z,37238
2000-06-21T17:00:00Z,36884
2000-06-21T17:30:00Z,35890
2000-06-21T18:00:00Z,34723
2000-06-21T18:30:00Z,33724
2000-06-21T19:00:00Z,32888
2000-06-21T19:30:00Z,32110
2000-06-21T20:00:00Z,31263
2000-06-21T20:30:00Z,30907
2000-06-21T21:00:00Z,30953
2000-06-21T21:30:00Z,31413
2000-06-21T22:00:00Z,31264
2000-06-21T22:30:00Z,30239
2000-06-21T23:00:00Z,28562
2000-06-21T23:30:00Z,26606
2000-06-22T00:00:00Z,24808
2000-06-22T00:30:00Z,24126
2000-06-22T01:00:00Z,23858
2000-06-22T01:30:00Z,23809
2000-06-22T02:00:00Z,23535
2000-06-22T02:30:00Z,23123
2000-06-22T03:00:00Z,23025
2000-06-22T03:30:00Z,22977
2000-06-22T04:00:00Z,22759
2000-06-22T04:30:00Z,22478
2000-06-22T05:00:00Z,22584
2000-06-22T05:30:00Z,23160
2000-06-22T06:00:00Z,25369
2000-06-22T06:30:00Z,27933
2000-06-22T07:00:00Z,31222
2000-06-22T07:30:00Z,33533
2000-06-22T08:00:00Z,35135
2000-06-22T08:30:00Z,35717
2000-06-22T09:00:00Z,36555
2000-06-22T09:30:00Z,36843
2000-06-22T10:00:00Z,36885
2000-06-22T10:30:00Z,37138
2000-06-22T11:00:00Z,37311
2000-06-22T11:30:00Z,37550
2000-06-22T12:00:00Z,37619
2000-06-22T12:30:00Z,37199
2000-06-22T13:00:00Z,36951
2000-06-22T13:30:00Z,36844
2000-06-22T14:00:00Z,36785
2000-06-22T14:30:00Z,36624
2000-06-22T15:00:00Z,36350
2000-06-22T15:30:00Z,36614
2000-06-22T16:00:00Z,37167
2000-06-22T16:30:00Z,37388
2000-06-22T17:00:00Z,36880
2000-06-22T17:30:00Z,36185
2000-06-22T18:00:00Z,35197
2000-06-22T18:30:00Z,34300
2000-06-22T19:00:00Z,33586
2000-06-22T19:30:00Z,32645
2000-06-22T20:00:00Z,32269
2000-06-22T20:30:00Z,31671
2000-06-22T21:00:00Z,31998
2000-06-22T21:30:00Z,31890
2000-06-22T22:00:00Z,31643
2000-06-22T22:30:00Z,30227
2000-06-22T23:00:00Z,28309
2000-06-22T23:30:00Z,26457
2000-06-23T00:00:00Z,24818
2000-06-23T00:30:00Z,23982
2000-06-23T01:00:00Z,23887
2000-06-23T01:30:00Z,23898
2000-06-23T02:00:00Z,23618
2000-06-23T02:30:00Z,23263
2000-06-23T03:00:00Z,22987
2000-06-23T03:30:00Z,22990
2000-06-23T04:00:00Z,22764
2000-06-23T04:30:00Z,22399
2000-06-23T05:00:00Z,22589
2000-06-23T05:30:00Z,23219
2000-06-23T06:00:00Z,25275
2000-06-23T06:30:00Z,27918
2000-06-23T07:00:00Z,31219
2000-06-23T07:30:00Z,33642
2000-06-23T08:00:00Z,35220
2000-06-23T08:30:00Z,35757
2000-06-23T09:00:00Z,36569
2000-06-23T09:30:00Z,36876
2000-06-23T10:00:00Z,36928
2000-06-23T10:30:00Z,37087
2000-06-23T11:00:00Z,37191
2000-06-23T11:30:00Z,37439
2000-06-23T12:00:00Z,37385
2000-06-23T12:30:00Z,36914
2000-06-23T13:00:00Z,36253
2000-06-23T13:30:00Z,35983
2000-06-23T14:00:00Z,35707
2000-06-23T14:30:00Z,35269
2000-06-23T15:00:00Z,34879
2000-06-23T15:30:00Z,34885
2000-06-23T16:00:00Z,35075
2000-06-23T16:30:00Z,35346
2000-06-23T17:00:00Z,35131
2000-06-23T17:30:00Z,34313
2000-06-23T18:00:00Z,33544
2000-06-23T18:30:00Z,32824
2000-06-23T19:00:00Z,32102
2000-06-23T19:30:00Z,31035
2000-06-23T20:00:00Z,30421
2000-06-23T20:30:00Z,30052
2000-06-23T21:00:00Z,30107
2000-06-23T21:30:00Z,30249
2000-06-23T22:00:00Z,30060
2000-06-23T22:30:00Z,28893
2000-06-23T23:00:00Z,27258
2000-06-23T23:30:00Z,25692
2000-06-24T00:00:00Z,24039
2000-06-24T00:30:00Z,23381
2000-06-24T01:00:00Z,23128
2000-06-24T01:30:00Z,23016
2000-06-24T02:00:00Z,22516
2000-06-24T02:30:00Z,22196
2000-06-24T03:00:00Z,21834
2000-06-24T03:30:00Z,21720
2000-06-24T04:00:00Z,21384
2000-06-24T04:30:00Z,20703
2000-06-24T05:00:00Z,20462
2000-06-24T05:30:00Z,20707
2000-06-24T06:00:00Z,21880
2000-06-24T06:30:00Z,23026
2000-06-24T07:00:00Z,24656
2000-06-24T07:30:00Z,26407
2000-06-24T08:00:00Z,28200
2000-06-24T08:30:00Z,29479
2000-06-24T09:00:00Z,30652
2000-06-24T09:30:00Z,31175
2000-06-24T10:00:00Z,31370
2000-06-24T10:30:00Z,31497
2000-06-24T11:00:00Z,31436
2000-06-24T11:30:00Z,31377
2000-06-24T12:00:00Z,30833
2000-06-24T12:30:00Z,30254
2000-06-24T13:00:00Z,29571
2000-06-24T13:30:00Z,28827
2000-06-24T14:00:00Z,28635
2000-06-24T14:30:00Z,28406
2000-06-24T15:00:00Z,28136
2000-06-24T15:30:00Z,28065
2000-06-24T16:00:00Z,28262
2000-06-24T16:30:00Z,28945
2000-06-24T17:00:00Z,29254
2000-06-24T17:30:00Z,29355
2000-06-24T18:00:00Z,29091
2000-06-24T18:30:00Z,28699
2000-06-24T19:00:00Z,28218
2000-06-24T19:30:00Z,27876
2000-06-24T20:00:00Z,27371
2000-06-24T20:30:00Z,26955
2000-06-24T21:00:00Z,26786
2000-06-24T21:30:00Z,27440
2000-06-24T22:00:00Z,27474
2000-06-24T22:30:00Z,26648
2000-06-24T23:00:00Z,25523
2000-06-24T23:30:00Z,24304
2000-06-25T00:00:00Z,22914
2000-06-25T00:30:00Z,22095
2000-06-25T01:00:00Z,21902
2000-06-25T01:30:00Z,21947
2000-06-25T02:00:00Z,21516
2000-06-25T02:30:00Z,21077
2000-06-25T03:00:00Z,20723
2000-06-25T03:30:00Z,20501
2000-06-25T04:00:00Z,20234
2000-06-25T04:30:00Z,19590
2000-06-25T05:00:00Z,19194
2000-06-25T05:30:00Z,19374
2000-06-25T06:00:00Z,19962
2000-06-25T06:30:00Z,20551
2000-06-25T07:00:00Z,21558
2000-06-25T07:30:00Z,22652
2000-06-25T08:00:00Z,23820
2000-06-25T08:30:00Z,25012
2000-06-25T09:00:00Z,26294
2000-06-25T09:30:00Z,27372
2000-06-25T10:00:00Z,28278
2000-06-25T10:30:00Z,28957
2000-06-25T11:00:00Z,29437
2000-06-25T11:30:00Z,29743
2000-06-25T12:00:00Z,30032
2000-06-25T12:30:00Z,29798
2000-06-25T13:00:00Z,28856
2000-06-25T13:30:00Z,28128
2000-06-25T14:00:00Z,27602
2000-06-25T14:30:00Z,27416
2000-06-25T15:00:00Z,27185
2000-06-25T15:30:00Z,26997
2000-06-25T16:00:00Z,27165
2000-06-25T16:30:00Z,27555
2000-06-25T17:00:00Z,27727
2000-06-25T17:30:00Z,27887
2000-06-25T18:00:00Z,27803
2000-06-25T18:30:00Z,27657
2000-06-25T19:00:00Z,27749
2000-06-25T19:30:00Z,27593
2000-06-25T20:00:00Z,27626
2000-06-25T20:30:00Z,27495
2000-06-25T21:00:00Z,27509
2000-06-25T21:30:00Z,27996
2000-06-25T22:00:00Z,28413
2000-06-25T22:30:00Z,27306
2000-06-25T23:00:00Z,25514
2000-06-25T23:30:00Z,23667
2000-06-26T00:00:00Z,22428
2000-06-26T00:30:00Z,21687
2000-06-26T01:00:00Z,21865
2000-06-26T01:30:00Z,21984
2000-06-26T02:00:00Z,21701
2000-06-26T02:30:00Z,21514
2000-06-26T03:00:00Z,21395
2000-06-26T03:30:00Z,21224
2000-06-26T04:00:00Z,21188
2000-06-26T04:30:00Z,20759
2000-06-26T05:00:00Z,20948
2000-06-26T05:30:00Z,21826
2000-06-26T06:00:00Z,24283
2000-06-26T06:30:00Z,26965
2000-06-26T07:00:00Z,30507
2000-06-26T07:30:00Z,33060
2000-06-26T08:00:00Z,34783
2000-06-26T08:30:00Z,35322
2000-06-26T09:00:00Z,36130
2000-06-26T09:30:00Z,36494
2000-06-26T10:00:00Z,36593
2000-06-26T10:30:00Z,36826
2000-06-26T11:00:00Z,36985
2000-06-26T11:30:00Z,37098
2000-06-26T12:00:00Z,37200
2000-06-26T12:30:00Z,36654
2000-06-26T13:00:00Z,36464
2000-06-26T13:30:00Z,36257
2000-06-26T14:00:00Z,36157
2000-06-26T14:30:00Z,36098
2000-06-26T15:00:00Z,35959
2000-06-26T15:30:00Z,36207
2000-06-26T16:00:00Z,36559
2000-06-26T16:30:00Z,36790
2000-06-26T17:00:00Z,36577
2000-06-26T17:30:00Z,35727
2000-06-26T18:00:00Z,34602
2000-06-26T18:30:00Z,33578
2000-06-26T19:00:00Z,32714
2000-06-26T19:30:00Z,31926
2000-06-26T20:00:00Z,31142
2000-06-26T20:30:00Z,30833
2000-06-26T21:00:00Z,31109
2000-06-26T21:30:00Z,31310
2000-06-26T22:00:00Z,31236
2000-06-26T22:30:00Z,30184
2000-06-26T23:00:00Z,28147
2000-06-26T23:30:00Z,26299
2000-06-27T00:00:00Z,24702
2000-06-27T00:30:00Z,23875
2000-06-27T01:00:00Z,23785
2000-06-27T01:30:00Z,23876
2000-06-27T02:00:00Z,23658
2000-06-27T02:30:00Z,23346
2000-06-27T03:00:00Z,23059
2000-06-27T03:30:00Z,23039
2000-06-27T04:00:00Z,22859
2000-06-27T04:30:00Z,22414
2000-06-27T05:00:00Z,22518
2000-06-27T05:30:00Z,23241
2000-06-27T06:00:00Z,25541
2000-06-27T06:30:00Z,28017
2000-06-27T07:00:00Z,31278
2000-06-27T07:30:00Z,33530
2000-06-27T08:00:00Z,35240
2000-06-27T08:30:00Z,35783
2000-06-27T09:00:00Z,36372
2000-06-27T09:30:00Z,36610
2000-06-27T10:00:00Z,36651
2000-06-27T10:30:00Z,36835
2000-06-27T11:00:00Z,37248
2000-06-27T11:30:00Z,37128
2000-06-27T12:00:00Z,37230
2000-06-27T12:30:00Z,36841
2000-06-27T13:00:00Z,36529
2000-06-27T13:30:00Z,36500
2000-06-27T14:00:00Z,36445
2000-06-27T14:30:00Z,36348
2000-06-27T15:00:00Z,36152
2000-06-27T15:30:00Z,36282
2000-06-27T16:00:00Z,36853
2000-06-27T16:30:00Z,37137
2000-06-27T17:00:00Z,36844
2000-06-27T17:30:00Z,35875
2000-06-27T18:00:00Z,34589
2000-06-27T18:30:00Z,33987
2000-06-27T19:00:00Z,32959
2000-06-27T19:30:00Z,32015
2000-06-27T20:00:00Z,31847
2000-06-27T20:30:00Z,31404
2000-06-27T21:00:00Z,31501
2000-06-27T21:30:00Z,31824
2000-06-27T22:00:00Z,31759
2000-06-27T22:30:00Z,30395
2000-06-27T23:00:00Z,28511
2000-06-27T23:30:00Z,26709
2000-06-28T00:00:00Z,24940
2000-06-28T00:30:00Z,24165
2000-06-28T01:00:00Z,24078
2000-06-28T01:30:00Z,24101
2000-06-28T02:00:00Z,23755
2000-06-28T02:30:00Z,23378
2000-06-28T03:00:00Z,23122
2000-06-28T03:30:00Z,23155
2000-06-28T04:00:00Z,22902
2000-06-28T04:30:00Z,22598
2000-06-28T05:00:00Z,22661
2000-06-28T05:30:00Z,23335
2000-06-28T06:00:00Z,25540
2000-06-28T06:30:00Z,28023
2000-06-28T07:00:00Z,31383
2000-06-28T07:30:00Z,33907
2000-06-28T08:00:00Z,35592
2000-06-28T08:30:00Z,36022
2000-06-28T09:00:00Z,36643
2000-06-28T09:30:00Z,36976
2000-06-28T10:00:00Z,36985
2000-06-28T10:30:00Z,37123
2000-06-28T11:00:00Z,37144
2000-06-28T11:30:00Z,37385
2000-06-28T12:00:00Z,37334
2000-06-28T12:30:00Z,36914
2000-06-28T13:00:00Z,36630
2000-06-28T13:30:00Z,36433
2000-06-28T14:00:00Z,36461
2000-06-28T14:30:00Z,36246
2000-06-28T15:00:00Z,36131
2000-06-28T15:30:00Z,36534
2000-06-28T16:00:00Z,37099
2000-06-28T16:30:00Z,37346
2000-06-28T17:00:00Z,37098
2000-06-28T17:30:00Z,36145
2000-06-28T18:00:00Z,34997
2000-06-28T18:30:00Z,34342
2000-06-28T19:00:00Z,33431
2000-06-28T19:30:00Z,33088
2000-06-28T20:00:00Z,32201
2000-06-28T20:30:00Z,32185
2000-06-28T21:00:00Z,31966
2000-06-28T21:30:00Z,32214
2000-06-28T22:00:00Z,31736
2000-06-28T22:30:00Z,30325
2000-06-28T23:00:00Z,28319
2000-06-28T23:30:00Z,26480
2000-06-29T00:00:00Z,24966
2000-06-29T00:30:00Z,24194
2000-06-29T01:00:00Z,24143
2000-06-29T01:30:00Z,24020
2000-06-29T02:00:00Z,23750
2000-06-29T02:30:00Z,23398
2000-06-29T03:00:00Z,23179
2000-06-29T03:30:00Z,23197
2000-06-29T04:00:00Z,23163
2000-06-29T04:30:00Z,22808
2000-06-29T05:00:00Z,22887
2000-06-29T05:30:00Z,23495
2000-06-29T06:00:00Z,25600
2000-06-29T06:30:00Z,28064
2000-06-29T07:00:00Z,31494
2000-06-29T07:30:00Z,33985
2000-06-29T08:00:00Z,35754
2000-06-29T08:30:00Z,35972
2000-06-29T09:00:00Z,36855
2000-06-29T09:30:00Z,37135
2000-06-29T10:00:00Z,37159
2000-06-29T10:30:00Z,37282
2000-06-29T11:00:00Z,37347
2000-06-29T11:30:00Z,37408
2000-06-29T12:00:00Z,37444
2000-06-29T12:30:00Z,37066
2000-06-29T13:00:00Z,36874
2000-06-29T13:30:00Z,36696
2000-06-29T14:00:00Z,36707
2000-06-29T14:30:00Z,36456
2000-06-29T15:00:00Z,36362
2000-06-29T15:30:00Z,36506
2000-06-29T16:00:00Z,36831
2000-06-29T16:30:00Z,37268
2000-06-29T17:00:00Z,36851
2000-06-29T17:30:00Z,36027
2000-06-29T18:00:00Z,34950
2000-06-29T18:30:00Z,34149
2000-06-29T19:00:00Z,33515
2000-06-29T19:30:00Z,32938
2000-06-29T20:00:00Z,32777
2000-06-29T20:30:00Z,32443
2000-06-29T21:00:00Z,32620
2000-06-29T21:30:00Z,32453
2000-06-29T22:00:00Z,31486
2000-06-29T22:30:00Z,30006
2000-06-29T23:00:00Z,28139
2000-06-29T23:30:00Z,26396
2000-06-30T00:00:00Z,24714
2000-06-30T00:30:00Z,24047
2000-06-30T01:00:00Z,24050
2000-06-30T01:30:00Z,24083
2000-06-30T02:00:00Z,23671
2000-06-30T02:30:00Z,23354
2000-06-30T03:00:00Z,22935
2000-06-30T03:30:00Z,23009
2000-06-30T04:00:00Z,23004
2000-06-30T04:30:00Z,22721
2000-06-30T05:00:00Z,22911
2000-06-30T05:30:00Z,23404
2000-06-30T06:00:00Z,25429
2000-06-30T06:30:00Z,27965
2000-06-30T07:00:00Z,31283
2000-06-30T07:30:00Z,33772
2000-06-30T08:00:00Z,35443
2000-06-30T08:30:00Z,35929
2000-06-30T09:00:00Z,36898
2000-06-30T09:30:00Z,37272
2000-06-30T10:00:00Z,37270
2000-06-30T10:30:00Z,37363
2000-06-30T11:00:00Z,37445
2000-06-30T11:30:00Z,37550
2000-06-30T12:00:00Z,37543
2000-06-30T12:30:00Z,36995
2000-06-30T13:00:00Z,36620
2000-06-30T13:30:00Z,36032
2000-06-30T14:00:00Z,35843
2000-06-30T14:30:00Z,35606
2000-06-30T15:00:00Z,35131
2000-06-30T15:30:00Z,35079
2000-06-30T16:00:00Z,35341
2000-06-30T16:30:00Z,35546
2000-06-30T17:00:00Z,35305
2000-06-30T17:30:00Z,34459
2000-06-30T18:00:00Z,33526
2000-06-30T18:30:00Z,32835
2000-06-30T19:00:00Z,32000
2000-06-30T19:30:00Z,31136
2000-06-30T20:00:00Z,30696
2000-06-30T20:30:00Z,30054
2000-06-30T21:00:00Z,29993
2000-06-30T21:30:00Z,30178
2000-06-30T22:00:00Z,29786
2000-06-30T22:30:00Z,28757
2000-06-30T23:00:00Z,27433
2000-06-30T23:30:00Z,25781
2000-07-01T00:00:00Z,24272
2000-07-01T00:30:00Z,23520
2000-07-01T01:00:00Z,23361
2000-07-01T01:30:00Z,23268
2000-07-01T02:00:00Z,22677
2000-07-01T02:30:00Z,22324
2000-07-01T03:00:00Z,21853
2000-07-01T03:30:00Z,21854
2000-07-01T04:00:00Z,21574
2000-07-01T04:30:00Z,21078
2000-07-01T05:00:00Z,20827
2000-07-01T05:30:00Z,21003
2000-07-01T06:00:00Z,22034
2000-07-01T06:30:00Z,23208
2000-07-01T07:00:00Z,24792
2000-07-01T07:30:00Z,26592
2000-07-01T08:00:00Z,28313
2000-07-01T08:30:00Z,29687
2000-07-01T09:00:00Z,30737
2000-07-01T09:30:00Z,31531
2000-07-01T10:00:00Z,31785
2000-07-01T10:30:00Z,31805
2000-07-01T11:00:00Z,31710
2000-07-01T11:30:00Z,31593
2000-07-01T12:00:00Z,31228
2000-07-01T12:30:00Z,30907
2000-07-01T13:00:00Z,30011
2000-07-01T13:30:00Z,29356
2000-07-01T14:00:00Z,28974
2000-07-01T14:30:00Z,28618
2000-07-01T15:00:00Z,28268
2000-07-01T15:30:00Z,28292
2000-07-01T16:00:00Z,28518
2000-07-01T16:30:00Z,29006
2000-07-01T17:00:00Z,29463
2000-07-01T17:30:00Z,29508
2000-07-01T18:00:00Z,29035
2000-07-01T18:30:00Z,28476
2000-07-01T19:00:00Z,28005
2000-07-01T19:30:00Z,27658
2000-07-01T20:00:00Z,26955
2000-07-01T20:30:00Z,26327
2000-07-01T21:00:00Z,26569
2000-07-01T21:30:00Z,27221
2000-07-01T22:00:00Z,27427
2000-07-01T22:30:00Z,26845
2000-07-01T23:00:00Z,25780
2000-07-01T23:30:00Z,24384
2000-07-02T00:00:00Z,23084
2000-07-02T00:30:00Z,22221
2000-07-02T01:00:00Z,22108
2000-07-02T01:30:00Z,21854
2000-07-02T02:00:00Z,21401
2000-07-02T02:30:00Z,21023
2000-07-02T03:00:00Z,20711
2000-07-02T03:30:00Z,20569
2000-07-02T04:00:00Z,20217
2000-07-02T04:30:00Z,19687
2000-07-02T05:00:00Z,19391
2000-07-02T05:30:00Z,19433
2000-07-02T06:00:00Z,20108
2000-07-02T06:30:00Z,20674
2000-07-02T07:00:00Z,21676
2000-07-02T07:30:00Z,22689
2000-07-02T08:00:00Z,24104
2000-07-02T08:30:00Z,25283
2000-07-02T09:00:00Z,26606
2000-07-02T09:30:00Z,27556
2000-07-02T10:00:00Z,28707
2000-07-02T10:30:00Z,29415
2000-07-02T11:00:00Z,29983
2000-07-02T11:30:00Z,30335
2000-07-02T12:00:00Z,30650
2000-07-02T12:30:00Z,30474
2000-07-02T13:00:00Z,29654
2000-07-02T13:30:00Z,28741
2000-07-02T14:00:00Z,28299
2000-07-02T14:30:00Z,27957
2000-07-02T15:00:00Z,28013
2000-07-02T15:30:00Z,27779
2000-07-02T16:00:00Z,27966
2000-07-02T16:30:00Z,28383
2000-07-02T17:00:00Z,28508
2000-07-02T17:30:00Z,28442
2000-07-02T18:00:00Z,28272
2000-07-02T18:30:00Z,28345
2000-07-02T19:00:00Z,28120
2000-07-02T19:30:00Z,27929
2000-07-02T20:00:00Z,27848
2000-07-02T20:30:00Z,27868
2000-07-02T21:00:00Z,28378
2000-07-02T21:30:00Z,29042
2000-07-02T22:00:00Z,28948
2000-07-02T22:30:00Z,27699
2000-07-02T23:00:00Z,25889
2000-07-02T23:30:00Z,24053
2000-07-03T00:00:00Z,22627
2000-07-03T00:30:00Z,21979
2000-07-03T01:00:00Z,22025
2000-07-03T01:30:00Z,22158
2000-07-03T02:00:00Z,21906
2000-07-03T02:30:00Z,21615
2000-07-03T03:00:00Z,21366
2000-07-03T03:30:00Z,21327
2000-07-03T04:00:00Z,21257
2000-07-03T04:30:00Z,21032
2000-07-03T05:00:00Z,21261
2000-07-03T05:30:00Z,22085
2000-07-03T06:00:00Z,24437
2000-07-03T06:30:00Z,27187
2000-07-03T07:00:00Z,30833
2000-07-03T07:30:00Z,33448
2000-07-03T08:00:00Z,35245
2000-07-03T08:30:00Z,35900
2000-07-03T09:00:00Z,36798
2000-07-03T09:30:00Z,37251
2000-07-03T10:00:00Z,37335
2000-07-03T10:30:00Z,37677
2000-07-03T11:00:00Z,37887
2000-07-03T11:30:00Z,38066
2000-07-03T12:00:00Z,38091
2000-07-03T12:30:00Z,37784
2000-07-03T13:00:00Z,37622
2000-07-03T13:30:00Z,37408
2000-07-03T14:00:00Z,37354
2000-07-03T14:30:00Z,37172
2000-07-03T15:00:00Z,36995
2000-07-03T15:30:00Z,37311
2000-07-03T16:00:00Z,37693
2000-07-03T16:30:00Z,37887
2000-07-03T17:00:00Z,37446
2000-07-03T17:30:00Z,36451
2000-07-03T18:00:00Z,35267
2000-07-03T18:30:00Z,34434
2000-07-03T19:00:00Z,33733
2000-07-03T19:30:00Z,32812
2000-07-03T20:00:00Z,32061
2000-07-03T20:30:00Z,32089
2000-07-03T21:00:00Z,32345
2000-07-03T21:30:00Z,32564
2000-07-03T22:00:00Z,32096
2000-07-03T22:30:00Z,30702
2000-07-03T23:00:00Z,28412
2000-07-03T23:30:00Z,26445
2000-07-04T00:00:00Z,24933
2000-07-04T00:30:00Z,24205
2000-07-04T01:00:00Z,24262
2000-07-04T01:30:00Z,24154
2000-07-04T02:00:00Z,23786
2000-07-04T02:30:00Z,23431
2000-07-04T03:00:00Z,23268
2000-07-04T03:30:00Z,23290
2000-07-04T04:00:00Z,23166
2000-07-04T04:30:00Z,22943
2000-07-04T05:00:00Z,23042
2000-07-04T05:30:00Z,23492
2000-07-04T06:00:00Z,25723
2000-07-04T06:30:00Z,28273
2000-07-04T07:00:00Z,31617
2000-07-04T07:30:00Z,34140
2000-07-04T08:00:00Z,35901
2000-07-04T08:30:00Z,36473
2000-07-04T09:00:00Z,37122
2000-07-04T09:30:00Z,37559
2000-07-04T10:00:00Z,37703
2000-07-04T10:30:00Z,37933
2000-07-04T11:00:00Z,38059
2000-07-04T11:30:00Z,38274
2000-07-04T12:00:00Z,38303
2000-07-04T12:30:00Z,37876
2000-07-04T13:00:00Z,37688
2000-07-04T13:30:00Z,37414
2000-07-04T14:00:00Z,37312
2000-07-04T14:30:00Z,37234
2000-07-04T15:00:00Z,37086
2000-07-04T15:30:00Z,37421
2000-07-04T16:00:00Z,37923
2000-07-04T16:30:00Z,38363
2000-07-04T17:00:00Z,38127
2000-07-04T17:30:00Z,37433
2000-07-04T18:00:00Z,36363
2000-07-04T18:30:00Z,35617
2000-07-04T19:00:00Z,34829
2000-07-04T19:30:00Z,34036
2000-07-04T20:00:00Z,33520
2000-07-04T20:30:00Z,33163
2000-07-04T21:00:00Z,33322
2000-07-04T21:30:00Z,32823
2000-07-04T22:00:00Z,32221
2000-07-04T22:30:00Z,30611
2000-07-04T23:00:00Z,28724
2000-07-04T23:30:00Z,26678
2000-07-05T00:00:00Z,25050
2000-07-05T00:30:00Z,24246
2000-07-05T01:00:00Z,24305
2000-07-05T01:30:00Z,24317
2000-07-05T02:00:00Z,24019
2000-07-05T02:30:00Z,23684
2000-07-05T03:00:00Z,23449
2000-07-05T03:30:00Z,23430
2000-07-05T04:00:00Z,23282
2000-07-05T04:30:00Z,23111
2000-07-05T05:00:00Z,23102
2000-07-05T05:30:00Z,23612
2000-07-05T06:00:00Z,25812
2000-07-05T06:30:00Z,28246
2000-07-05T07:00:00Z,31571
2000-07-05T07:30:00Z,33923
2000-07-05T08:00:00Z,35446
2000-07-05T08:30:00Z,35973
2000-07-05T09:00:00Z,36833
2000-07-05T09:30:00Z,37164
2000-07-05T10:00:00Z,37342
2000-07-05T10:30:00Z,37642
2000-07-05T11:00:00Z,37713
2000-07-05T11:30:00Z,37898
2000-07-05T12:00:00Z,37963
2000-07-05T12:30:00Z,37603
2000-07-05T13:00:00Z,37290
2000-07-05T13:30:00Z,36955
2000-07-05T14:00:00Z,36956
2000-07-05T14:30:00Z,36815
2000-07-05T15:00:00Z,36637
2000-07-05T15:30:00Z,37003
2000-07-05T16:00:00Z,37526
2000-07-05T16:30:00Z,37775
2000-07-05T17:00:00Z,37630
2000-07-05T17:30:00Z,36722
2000-07-05T18:00:00Z,35559
2000-07-05T18:30:00Z,34742
2000-07-05T19:00:00Z,34002
2000-07-05T19:30:00Z,33230
2000-07-05T20:00:00Z,32809
2000-07-05T20:30:00Z,32446
2000-07-05T21:00:00Z,32614
2000-07-05T21:30:00Z,32715
2000-07-05T22:00:00Z,32150
2000-07-05T22:30:00Z,30568
2000-07-05T23:00:00Z,28613
2000-07-05T23:30:00Z,26727
2000-07-06T00:00:00Z,25157
2000-07-06T00:30:00Z,24403
2000-07-06T01:00:00Z,24354
2000-07-06T01:30:00Z,24156
2000-07-06T02:00:00Z,23846
2000-07-06T02:30:00Z,23539
2000-07-06T03:00:00Z,23256
2000-07-06T03:30:00Z,23233
2000-07-06T04:00:00Z,23253
2000-07-06T04:30:00Z,22932
2000-07-06T05:00:00Z,22969
2000-07-06T05:30:00Z,23574
2000-07-06T06:00:00Z,25737
2000-07-06T06:30:00Z,28306
2000-07-06T07:00:00Z,31552
2000-07-06T07:30:00Z,34093
2000-07-06T08:00:00Z,35828
2000-07-06T08:30:00Z,36337
2000-07-06T09:00:00Z,37142
2000-07-06T09:30:00Z,37407
2000-07-06T10:00:00Z,37471
2000-07-06T10:30:00Z,37632
2000-07-06T11:00:00Z,37920
2000-07-06T11:30:00Z,38095
2000-07-06T12:00:00Z,38118
2000-07-06T12:30:00Z,37735
2000-07-06T13:00:00Z,37411
2000-07-06T13:30:00Z,37205
2000-07-06T14:00:00Z,37064
2000-07-06T14:30:00Z,36870
2000-07-06T15:00:00Z,36749
2000-07-06T15:30:00Z,37029
2000-07-06T16:00:00Z,37542
2000-07-06T16:30:00Z,37684
2000-07-06T17:00:00Z,37470
2000-07-06T17:30:00Z,36532
2000-07-06T18:00:00Z,35290
2000-07-06T18:30:00Z,34597
2000-07-06T19:00:00Z,33819
2000-07-06T19:30:00Z,33104
2000-07-06T20:00:00Z,32718
2000-07-06T20:30:00Z,32512
2000-07-06T21:00:00Z,32693
2000-07-06T21:30:00Z,32784
2000-07-06T22:00:00Z,32151
2000-07-06T22:30:00Z,30654
2000-07-06T23:00:00Z,28721
2000-07-06T23:30:00Z,26754
2000-07-07T00:00:00Z,25228
2000-07-07T00:30:00Z,24439
2000-07-07T01:00:00Z,24440
2000-07-07T01:30:00Z,24284
2000-07-07T02:00:00Z,23918
2000-07-07T02:30:00Z,23582
2000-07-07T03:00:00Z,23295
2000-07-07T03:30:00Z,23219
2000-07-07T04:00:00Z,23124
2000-07-07T04:30:00Z,22838
2000-07-07T05:00:00Z,22834
2000-07-07T05:30:00Z,23420
2000-07-07T06:00:00Z,25594
2000-07-07T06:30:00Z,27965
2000-07-07T07:00:00Z,31460
2000-07-07T07:30:00Z,33905
2000-07-07T08:00:00Z,35501
2000-07-07T08:30:00Z,36128
